miRNA	cellontology	sign	pvalue
hsa-miR-455-5p	endodermal cell	enriched	6.77769e-11
hsa-miR-455-5p	leukocyte	depleted	3.72703e-52
hsa-miR-455-5p	hematopoietic cell	depleted	1.20851e-43
hsa-miR-455-5p	myeloid leukocyte	depleted	6.45737e-29
hsa-miR-483-3p	extraembryonic cell	enriched	6.70263e-21
hsa-miR-483-3p	epithelial cell of amnion	enriched	3.05882e-11
hsa-miR-483-3p	placental epithelial cell	enriched	7.11016e-06
hsa-miR-483-3p	hematopoietic cell	depleted	1.82396e-15
hsa-miR-483-3p	leukocyte	depleted	1.28681e-14
hsa-miR-483-3p	myeloid leukocyte	depleted	3.46531e-08
hsa-miR-484	CD14-positive, CD16-positive monocyte	enriched	3.52065e-08
hsa-miR-484	myeloid leukocyte	enriched	2.90771e-06
hsa-miR-484	classical monocyte	enriched	4.98644e-06
hsa-miR-484	endo-epithelial cell	depleted	2.35391e-06
hsa-miR-484	Hepatocyte	depleted	1.18989e-05
hsa-miR-484	endodermal cell	depleted	1.36228e-05
hsa-miR-485-3p	muscle cell	enriched	6.01096e-13
hsa-miR-485-3p	mesodermal cell	enriched	7.51852e-10
hsa-miR-485-3p	smooth muscle cell	enriched	1.96827e-09
hsa-miR-485-3p	leukocyte	depleted	1.00955e-31
hsa-miR-485-3p	hematopoietic cell	depleted	1.09152e-28
hsa-miR-485-3p	lymphocyte	depleted	2.05344e-16
hsa-miR-486-5p	pluripotent stem cell	enriched	1.09301e-18
hsa-miR-486-5p	iPS	enriched	2.57627e-12
hsa-miR-486-5p	B cell	enriched	2.74798e-09
hsa-miR-486-5p	mesodermal cell	depleted	1.62886e-23
hsa-miR-486-5p	squamous epithelial cell	depleted	4.02836e-18
hsa-miR-486-5p	meso-epithelial cell	depleted	1.14956e-15
hsa-miR-487a-3p	muscle cell	enriched	1.32173e-10
hsa-miR-487a-3p	fibroblast	enriched	3.11499e-10
hsa-miR-487a-3p	mesodermal cell	enriched	9.29071e-10
hsa-miR-487a-3p	leukocyte	depleted	1.5542e-25
hsa-miR-487a-3p	hematopoietic cell	depleted	1.66538e-22
hsa-miR-487a-3p	lymphocyte	depleted	4.64848e-15
hsa-miR-487b-3p	muscle cell	enriched	1.45133e-13
hsa-miR-487b-3p	mesodermal cell	enriched	8.01446e-12
hsa-miR-487b-3p	smooth muscle cell	enriched	2.71145e-09
hsa-miR-487b-3p	leukocyte	depleted	3.5564e-33
hsa-miR-487b-3p	hematopoietic cell	depleted	5.43413e-30
hsa-miR-487b-3p	lymphocyte	depleted	4.7578e-20
hsa-miR-488-5p	neural cell	enriched	2.45627e-11
hsa-miR-488-5p	neurectodermal cell	enriched	3.268e-11
hsa-miR-488-5p	ectodermal cell	enriched	1.6361e-09
hsa-miR-488-5p	mesodermal cell	depleted	5.35721e-07
hsa-miR-489-3p	pluripotent stem cell	enriched	1.60147e-08
hsa-miR-489-3p	iPS	enriched	7.06916e-06
hsa-miR-489-3p	embryonic stem cell	enriched	1.62293e-05
hsa-miR-490-3p	hepatic mesenchymal stem cell	enriched	1.06957e-05
hsa-miR-490-3p	prostate stromal cell	enriched	1.22515e-05
hsa-miR-490-3p	mesodermal cell	enriched	1.41197e-05
hsa-miR-490-3p	leukocyte	depleted	1.71158e-10
hsa-miR-490-3p	epithelial cell	depleted	2.50894e-08
hsa-miR-490-3p	myeloid leukocyte	depleted	6.61076e-06
hsa-miR-491-5p	neutrophil	enriched	9.17512e-09
hsa-miR-491-5p	mesodermal cell	enriched	7.98308e-05
hsa-miR-491-5p	myeloid leukocyte	enriched	0.000213088
hsa-miR-493-5p	fibroblast	enriched	3.24052e-12
hsa-miR-493-5p	muscle cell	enriched	1.18335e-09
hsa-miR-493-5p	mesodermal cell	enriched	6.09141e-08
hsa-miR-493-5p	leukocyte	depleted	2.10105e-29
hsa-miR-493-5p	hematopoietic cell	depleted	1.61094e-26
hsa-miR-493-5p	lymphocyte	depleted	3.89622e-18
hsa-miR-494-3p	mesodermal cell	enriched	2.04654e-11
hsa-miR-494-3p	muscle cell	enriched	2.12963e-09
hsa-miR-494-3p	smooth muscle cell	enriched	2.41836e-06
hsa-miR-494-3p	leukocyte	depleted	3.01915e-32
hsa-miR-494-3p	hematopoietic cell	depleted	6.36354e-29
hsa-miR-494-3p	lymphocyte	depleted	2.14997e-18
hsa-miR-495-3p	muscle cell	enriched	8.12519e-13
hsa-miR-495-3p	fibroblast	enriched	2.7799e-12
hsa-miR-495-3p	mesodermal cell	enriched	8.4782e-10
hsa-miR-495-3p	leukocyte	depleted	7.17213e-39
hsa-miR-495-3p	hematopoietic cell	depleted	1.07795e-34
hsa-miR-495-3p	lymphocyte	depleted	1.67914e-20
hsa-miR-496	muscle cell	enriched	7.6356e-09
hsa-miR-496	fibroblast	enriched	7.69653e-09
hsa-miR-496	mesodermal cell	enriched	7.74808e-09
hsa-miR-496	leukocyte	depleted	6.68841e-24
hsa-miR-496	hematopoietic cell	depleted	1.36975e-21
hsa-miR-496	lymphocyte	depleted	4.88338e-13
hsa-miR-497-5p	lining cell	enriched	5.56242e-33
hsa-miR-497-5p	endothelial cell of vascular tree	enriched	4.07743e-31
hsa-miR-497-5p	endothelial cell	enriched	6.92679e-30
hsa-miR-497-5p	hematopoietic cell	depleted	3.27614e-10
hsa-miR-497-5p	leukocyte	depleted	1.44189e-09
hsa-miR-497-5p	monocyte	depleted	2.58445e-08
hsa-miR-498	pluripotent stem cell	enriched	1.9956e-09
hsa-miR-498	embryonic stem cell	enriched	1.60253e-08
hsa-miR-499a-5p	smooth muscle cell of the brachiocephalic vasculature	enriched	9.08719e-18
hsa-miR-499a-5p	vascular associated smooth muscle cell	enriched	1.23596e-17
hsa-miR-499a-5p	smooth muscle cell	enriched	4.87518e-15
hsa-miR-499a-5p	hematopoietic cell	depleted	5.38239e-22
hsa-miR-499a-5p	leukocyte	depleted	3.28569e-21
hsa-miR-499a-5p	myeloid leukocyte	depleted	6.40238e-11
hsa-miR-500a-3p	monocyte	enriched	4.06109e-12
hsa-miR-500a-3p	myeloid leukocyte	enriched	2.11643e-10
hsa-miR-500a-3p	phagocyte	enriched	2.04283e-09
hsa-miR-500a-3p	GAG secreting cell	depleted	8.65275e-07
hsa-miR-500a-3p	alpha-beta T cell	depleted	2.41397e-06
hsa-miR-500a-3p	epithelial cell of alimentary canal	depleted	1.88349e-05
hsa-miR-500b-3p	pigment cell	enriched	2.15524e-05
hsa-miR-500b-3p	endothelial cell	enriched	9.30362e-05
hsa-miR-500b-3p	meso-epithelial cell	enriched	0.000222249
hsa-miR-500b-3p	T cell	depleted	0.000118993
hsa-miR-500b-3p	lymphocyte	depleted	0.000267495
hsa-miR-501-3p	myeloid leukocyte	enriched	6.83406e-08
hsa-miR-501-3p	monocyte	enriched	2.54804e-07
hsa-miR-501-3p	macrophage	enriched	3.03716e-07
hsa-miR-501-3p	lymphocyte	depleted	8.02226e-05
hsa-miR-501-3p	T cell	depleted	0.000124802
hsa-miR-501-3p	alpha-beta T cell	depleted	0.000318036
hsa-miR-502-3p	endothelial cell	enriched	3.4311e-06
hsa-miR-502-3p	epithelial cell	enriched	8.63927e-06
hsa-miR-502-3p	mesodermal cell	enriched	8.86918e-05
hsa-miR-502-3p	pluripotent stem cell	depleted	3.33492e-06
hsa-miR-502-3p	lymphocyte	depleted	1.89324e-05
hsa-miR-502-3p	B cell	depleted	5.38962e-05
hsa-miR-503-5p	cell of skeletal muscle	enriched	8.14672e-06
hsa-miR-503-5p	mesodermal cell	enriched	1.99725e-05
hsa-miR-503-5p	subcutaneous preadipocyte	enriched	4.58071e-05
hsa-miR-503-5p	leukocyte	depleted	9.99507e-20
hsa-miR-503-5p	hematopoietic cell	depleted	4.60649e-19
hsa-miR-503-5p	lymphocyte	depleted	1.22495e-17
hsa-miR-504-5p	neural cell	enriched	6.28319e-07
hsa-miR-504-5p	neuronal stem cell	enriched	5.37918e-06
hsa-miR-504-5p	neurectodermal cell	enriched	9.53802e-06
hsa-miR-504-5p	lymphocyte	depleted	2.41165e-06
hsa-miR-504-5p	monocyte	depleted	3.06943e-05
hsa-miR-504-5p	squamous epithelial cell	depleted	0.000154512
hsa-miR-505-3p	blood vessel endothelial cell	enriched	9.25775e-14
hsa-miR-505-3p	endothelial cell	enriched	1.15554e-12
hsa-miR-505-3p	endothelial cell of vascular tree	enriched	7.1652e-12
hsa-miR-505-3p	chondrocyte	depleted	2.85448e-06
hsa-miR-506-3p	light melanocyte	enriched	4.00084e-14
hsa-miR-506-3p	neurecto-epithelial cell	enriched	2.65947e-09
hsa-miR-506-3p	pigment cell	enriched	2.74721e-09
hsa-miR-506-3p	leukocyte	depleted	6.97017e-07
hsa-miR-506-3p	hematopoietic cell	depleted	9.81158e-07
hsa-miR-506-3p	lymphocyte	depleted	8.23086e-05
hsa-miR-507	light melanocyte	enriched	2.23948e-08
hsa-miR-507	neurecto-epithelial cell	enriched	7.33391e-05
hsa-miR-507	pigment cell	enriched	8.21913e-05
hsa-miR-508-3p	light melanocyte	enriched	1.50901e-12
hsa-miR-508-3p	pigment cell	enriched	5.32037e-09
hsa-miR-508-3p	neurecto-epithelial cell	enriched	5.51729e-08
hsa-miR-508-3p	leukocyte	depleted	8.85261e-12
hsa-miR-508-3p	hematopoietic cell	depleted	1.95673e-11
hsa-miR-508-3p	alpha-beta T cell	depleted	2.15493e-07
hsa-miR-509-3p	light melanocyte	enriched	1.39151e-12
hsa-miR-509-3p	pigment cell	enriched	1.42316e-10
hsa-miR-509-3p	neurecto-epithelial cell	enriched	2.26271e-09
hsa-miR-509-3p	leukocyte	depleted	1.65942e-09
hsa-miR-509-3p	hematopoietic cell	depleted	3.28995e-09
hsa-miR-509-3p	muscle cell	depleted	2.38562e-06
hsa-miR-510-5p	light melanocyte	enriched	6.72576e-09
hsa-miR-510-5p	neurecto-epithelial cell	enriched	1.26644e-05
hsa-miR-510-5p	pigment cell	enriched	1.41457e-05
hsa-miR-511-5p	monocyte	enriched	1.99433e-17
hsa-miR-511-5p	myeloid leukocyte	enriched	5.45989e-14
hsa-miR-511-5p	leukocyte	enriched	1.87041e-11
hsa-miR-511-5p	endothelial cell	depleted	5.42386e-07
hsa-miR-511-5p	meso-epithelial cell	depleted	7.83512e-07
hsa-miR-511-5p	lining cell	depleted	9.6241e-06
hsa-miR-512-3p	pluripotent stem cell	enriched	4.03189e-10
hsa-miR-512-3p	embryonic stem cell	enriched	3.10758e-07
hsa-miR-512-3p	iPS	enriched	5.95038e-05
hsa-miR-512-3p	epithelial cell	depleted	8.18524e-08
hsa-miR-512-3p	ectodermal cell	depleted	3.95952e-05
hsa-miR-512-3p	endodermal cell	depleted	4.93342e-05
hsa-miR-513a-5p	light melanocyte	enriched	2.45698e-07
hsa-miR-513a-5p	extraembryonic cell	enriched	1.0888e-06
hsa-miR-513b-5p	light melanocyte	enriched	1.42012e-08
hsa-miR-513b-5p	extraembryonic cell	enriched	9.93124e-06
hsa-miR-513b-5p	neurecto-epithelial cell	enriched	3.40492e-05
hsa-miR-513c-5p	light melanocyte	enriched	6.23561e-07
hsa-miR-513c-5p	extraembryonic cell	enriched	8.29335e-05
hsa-miR-513c-5p	placental epithelial cell	enriched	0.000191893
hsa-miR-513c-5p	CD4-positive, alpha-beta T cell	depleted	6.82305e-05
hsa-miR-514a-3p	light melanocyte	enriched	1.35738e-09
hsa-miR-514a-3p	pigment cell	enriched	2.79812e-06
hsa-miR-514a-3p	neurecto-epithelial cell	enriched	1.05329e-05
hsa-miR-514a-3p	leukocyte	depleted	1.53522e-11
hsa-miR-514a-3p	hematopoietic cell	depleted	3.54531e-11
hsa-miR-514a-3p	myeloid leukocyte	depleted	4.6667e-05
hsa-miR-514b-5p	light melanocyte	enriched	4.56525e-07
hsa-miR-514b-5p	neurecto-epithelial cell	enriched	8.89115e-05
hsa-miR-514b-5p	pigment cell	enriched	0.000102277
hsa-miR-515-5p	pluripotent stem cell	enriched	3.02977e-09
hsa-miR-515-5p	embryonic stem cell	enriched	3.12619e-06
hsa-miR-515-5p	extraembryonic cell	enriched	4.30675e-05
hsa-miR-515-5p	epithelial cell	depleted	9.34433e-08
hsa-miR-516a-5p	extraembryonic cell	enriched	7.07759e-22
hsa-miR-516a-5p	epithelial cell	depleted	5.82106e-16
hsa-miR-516a-5p	mesodermal cell	depleted	7.03781e-13
hsa-miR-516a-5p	pluripotent stem cell	depleted	6.2528e-08
hsa-miR-516b-5p	pluripotent stem cell	enriched	2.64089e-10
hsa-miR-516b-5p	embryonic stem cell	enriched	3.83422e-07
hsa-miR-516b-5p	iPS	enriched	3.4892e-05
hsa-miR-516b-5p	epithelial cell	depleted	2.82236e-07
hsa-miR-516b-5p	meso-epithelial cell	depleted	7.60879e-06
hsa-miR-516b-5p	endothelial cell	depleted	7.60739e-05
hsa-miR-517a-3p	pluripotent stem cell	enriched	3.8337e-11
hsa-miR-517a-3p	embryonic stem cell	enriched	1.02849e-07
hsa-miR-517a-3p	extraembryonic cell	enriched	3.11382e-05
hsa-miR-517a-3p	iPS	depleted	3.32516e-06
hsa-miR-517a-3p	epithelial cell	depleted	4.30627e-06
hsa-miR-517a-3p	mesodermal cell	depleted	0.000295441
hsa-miR-517b-3p	pluripotent stem cell	enriched	3.52792e-11
hsa-miR-517b-3p	embryonic stem cell	enriched	1.02823e-07
hsa-miR-517b-3p	extraembryonic cell	enriched	3.17844e-05
hsa-miR-517b-3p	epithelial cell	depleted	4.30434e-06
hsa-miR-517b-3p	iPS	depleted	4.7442e-06
hsa-miR-517b-3p	mesodermal cell	depleted	0.0002951
hsa-miR-517c-3p	pluripotent stem cell	enriched	1.37603e-09
hsa-miR-517c-3p	embryonic stem cell	enriched	1.69283e-07
hsa-miR-518a-3p	pluripotent stem cell	enriched	2.53316e-07
hsa-miR-518a-3p	embryonic stem cell	enriched	4.27393e-06
hsa-miR-518a-3p	extraembryonic cell	enriched	0.000155282
hsa-miR-518b	pluripotent stem cell	enriched	5.02412e-10
hsa-miR-518b	embryonic stem cell	enriched	2.27835e-06
hsa-miR-518b	iPS	enriched	2.90512e-05
hsa-miR-518b	epithelial cell	depleted	4.0678e-05
hsa-miR-518b	endothelial cell of lymphatic vessel	depleted	0.00022141
hsa-miR-518b	myeloid leukocyte	depleted	0.000288705
hsa-miR-518c-3p	pluripotent stem cell	enriched	2.47216e-12
hsa-miR-518c-3p	embryonic stem cell	enriched	1.59611e-08
hsa-miR-518c-3p	iPS	enriched	1.60341e-05
hsa-miR-518c-3p	endothelial cell of lymphatic vessel	depleted	8.11813e-06
hsa-miR-518e-3p	pluripotent stem cell	enriched	6.63877e-13
hsa-miR-518e-3p	embryonic stem cell	enriched	1.39339e-07
hsa-miR-518e-3p	iPS	depleted	6.79167e-08
hsa-miR-518f-3p	pluripotent stem cell	enriched	1.67366e-10
hsa-miR-518f-3p	embryonic stem cell	enriched	5.09117e-07
hsa-miR-518f-3p	extraembryonic cell	enriched	5.2792e-06
hsa-miR-518f-3p	epithelial cell	depleted	2.29775e-06
hsa-miR-518f-3p	mesodermal cell	depleted	4.48546e-05
hsa-miR-518f-3p	endothelial cell of vascular tree	depleted	5.82768e-05
hsa-miR-519a-3p	extraembryonic cell	enriched	2.15357e-07
hsa-miR-519a-3p	embryonic stem cell	enriched	1.44625e-06
hsa-miR-519a-3p	pluripotent stem cell	depleted	7.07255e-08
hsa-miR-519a-3p	epithelial cell	depleted	1.12637e-05
hsa-miR-519a-3p	mesodermal cell	depleted	3.9384e-05
hsa-miR-519b-3p	pluripotent stem cell	enriched	2.29067e-10
hsa-miR-519b-3p	embryonic stem cell	enriched	7.79948e-06
hsa-miR-519b-3p	iPS	enriched	3.02953e-05
hsa-miR-519c-3p	pluripotent stem cell	enriched	1.43422e-10
hsa-miR-519c-3p	embryonic stem cell	enriched	6.46602e-08
hsa-miR-519c-3p	iPS	enriched	0.000118802
hsa-miR-519c-3p	epithelial cell	depleted	0.000213186
hsa-miR-519c-3p	endothelial cell	depleted	0.000248134
hsa-miR-519d-3p	pluripotent stem cell	enriched	1.90549e-09
hsa-miR-519d-3p	embryonic stem cell	enriched	7.4333e-08
hsa-miR-519d-3p	extraembryonic cell	enriched	0.000251098
hsa-miR-519e-5p	pluripotent stem cell	enriched	4.48471e-08
hsa-miR-519e-5p	iPS	depleted	0.000309473
hsa-miR-520a-3p	pluripotent stem cell	enriched	1.82176e-10
hsa-miR-520a-3p	embryonic stem cell	enriched	1.06816e-06
hsa-miR-520a-3p	extraembryonic cell	enriched	7.84014e-06
hsa-miR-520a-3p	epithelial cell	depleted	1.10005e-06
hsa-miR-520a-3p	endothelial cell of lymphatic vessel	depleted	2.63712e-05
hsa-miR-520a-3p	iPS	depleted	3.61119e-05
hsa-miR-520b	pluripotent stem cell	enriched	1.04014e-11
hsa-miR-520b	embryonic stem cell	enriched	1.24105e-08
hsa-miR-520b	iPS	enriched	6.29214e-05
hsa-miR-520b	epithelial cell	depleted	0.000143045
hsa-miR-520c-3p	pluripotent stem cell	enriched	1.1126e-11
hsa-miR-520c-3p	embryonic stem cell	enriched	1.70519e-08
hsa-miR-520c-3p	iPS	enriched	6.56024e-05
hsa-miR-520c-3p	epithelial cell	depleted	0.000139692
hsa-miR-520d-5p	pluripotent stem cell	enriched	4.09681e-09
hsa-miR-520d-5p	embryonic stem cell	enriched	1.4682e-07
hsa-miR-520e	pluripotent stem cell	enriched	6.34221e-10
hsa-miR-520e	embryonic stem cell	enriched	8.26231e-09
hsa-miR-520f-3p	pluripotent stem cell	enriched	7.07703e-13
hsa-miR-520f-3p	embryonic stem cell	enriched	2.62315e-08
hsa-miR-520f-3p	iPS	enriched	4.26e-05
hsa-miR-520g-3p	pluripotent stem cell	enriched	6.34361e-12
hsa-miR-520g-3p	embryonic stem cell	enriched	1.42625e-07
hsa-miR-520g-3p	iPS	enriched	1.82844e-05
hsa-miR-520h	extraembryonic cell	enriched	8.95248e-09
hsa-miR-520h	pluripotent stem cell	enriched	4.12578e-07
hsa-miR-520h	mesodermal cell	depleted	3.89935e-06
hsa-miR-520h	iPS	depleted	0.000298555
hsa-miR-521	extraembryonic cell	enriched	5.99417e-06
hsa-miR-521	epithelial cell of amnion	depleted	0.000140523
hsa-miR-522-3p	pluripotent stem cell	enriched	1.35971e-08
hsa-miR-522-3p	extraembryonic cell	enriched	2.63901e-06
hsa-miR-522-3p	embryonic stem cell	enriched	5.67288e-06
hsa-miR-522-3p	epithelial cell	depleted	3.67843e-08
hsa-miR-522-3p	mesodermal cell	depleted	8.08865e-05
hsa-miR-523-3p	pluripotent stem cell	enriched	1.80445e-09
hsa-miR-523-3p	embryonic stem cell	enriched	0.000169942
hsa-miR-523-3p	extraembryonic cell	enriched	0.000190604
hsa-miR-523-3p	iPS	depleted	1.4694e-06
hsa-miR-524-3p	pluripotent stem cell	enriched	3.8044e-14
hsa-miR-524-3p	embryonic stem cell	enriched	1.15874e-10
hsa-miR-524-3p	iPS	enriched	4.57512e-08
hsa-miR-525-5p	pluripotent stem cell	enriched	3.77782e-11
hsa-miR-525-5p	embryonic stem cell	enriched	3.78064e-07
hsa-miR-525-5p	iPS	enriched	6.63856e-06
hsa-miR-526a	pluripotent stem cell	enriched	2.47576e-08
hsa-miR-526a	embryonic stem cell	enriched	1.43815e-06
hsa-miR-526a-1-3p	pluripotent stem cell	enriched	1.53743e-06
hsa-miR-526a-1-3p	embryonic stem cell	enriched	1.13304e-05
hsa-miR-526b-5p	pluripotent stem cell	enriched	9.04298e-13
hsa-miR-526b-5p	embryonic stem cell	enriched	1.19073e-09
hsa-miR-526b-5p	iPS	enriched	1.77275e-05
hsa-miR-526b-5p	epithelial cell	depleted	0.00010977
hsa-miR-526b-5p	lining cell	depleted	0.000134164
hsa-miR-527	pluripotent stem cell	enriched	1.03754e-10
hsa-miR-527	embryonic stem cell	enriched	1.14485e-06
hsa-miR-527	iPS	enriched	3.1655e-05
hsa-miR-527	epithelial cell	depleted	0.000308058
hsa-miR-532-5p	monocyte	enriched	2.48425e-13
hsa-miR-532-5p	phagocyte	enriched	8.01348e-10
hsa-miR-532-5p	epithelial cell of amnion	enriched	3.25346e-08
hsa-miR-532-5p	astrocyte	depleted	2.18571e-05
hsa-miR-532-5p	endothelial cell of vascular tree	depleted	3.85479e-05
hsa-miR-532-5p	epidermal cell	depleted	7.0854e-05
hsa-miR-539-3p	muscle cell	enriched	1.32092e-10
hsa-miR-539-3p	mesodermal cell	enriched	1.91628e-08
hsa-miR-539-3p	fibroblast	enriched	1.39915e-07
hsa-miR-539-3p	leukocyte	depleted	1.99943e-29
hsa-miR-539-3p	hematopoietic cell	depleted	9.99235e-27
hsa-miR-539-3p	lymphocyte	depleted	5.09543e-17
hsa-miR-541-3p	embryonic stem cell	enriched	9.62526e-07
hsa-miR-541-3p	stem cell	enriched	2.06885e-05
hsa-miR-541-3p	pluripotent stem cell	enriched	5.89182e-05
hsa-miR-541-3p	hematopoietic cell	depleted	7.41927e-14
hsa-miR-541-3p	leukocyte	depleted	4.14232e-13
hsa-miR-541-3p	myeloid leukocyte	depleted	2.39761e-06
hsa-miR-542-3p	extraembryonic cell	enriched	2.10443e-08
hsa-miR-542-3p	mesodermal cell	enriched	2.66353e-08
hsa-miR-542-3p	epithelial cell of amnion	enriched	4.30407e-07
hsa-miR-542-3p	lymphocyte	depleted	1.2888e-15
hsa-miR-542-3p	leukocyte	depleted	8.31703e-15
hsa-miR-542-3p	hematopoietic cell	depleted	5.43345e-14
hsa-miR-543	fibroblast	enriched	2.51536e-12
hsa-miR-543	muscle cell	enriched	3.86206e-11
hsa-miR-543	mesodermal cell	enriched	5.08068e-09
hsa-miR-543	leukocyte	depleted	4.04537e-40
hsa-miR-543	hematopoietic cell	depleted	9.11957e-36
hsa-miR-543	lymphocyte	depleted	7.98455e-18
hsa-miR-544a-5p	epithelial cell of amnion	enriched	9.12917e-05
hsa-miR-544a-5p	extraembryonic cell	enriched	0.00023961
hsa-miR-545-5p	endothelial cell of vascular tree	enriched	1.74032e-06
hsa-miR-545-5p	endothelial cell	enriched	3.6785e-06
hsa-miR-545-5p	lining cell	enriched	7.88748e-06
hsa-miR-548a-5p	monocyte	enriched	1.0641e-05
hsa-miR-548a-5p	phagocyte	enriched	1.66857e-05
hsa-miR-548a-5p	immature conventional dendritic cell	enriched	7.30359e-05
hsa-miR-548a-3p	monocyte	enriched	3.58842e-06
hsa-miR-548a-3p	myeloid leukocyte	enriched	2.46779e-05
hsa-miR-548a-3p	leukocyte	enriched	2.72323e-05
hsa-miR-548ac	myeloid leukocyte	enriched	1.82032e-05
hsa-miR-548ac	natural killer cell	enriched	0.00027357
hsa-miR-548ac	leukocyte	depleted	6.28793e-14
hsa-miR-548ac	hematopoietic cell	depleted	2.13835e-13
hsa-miR-548ac	lymphocyte	depleted	3.26231e-05
hsa-miR-548ad-5p	leukocyte	depleted	8.7302e-15
hsa-miR-548ad-5p	hematopoietic cell	depleted	2.09457e-14
hsa-miR-548ad-5p	lymphocyte	depleted	9.15682e-07
hsa-miR-548ag	myeloid leukocyte	enriched	1.21195e-07
hsa-miR-548ag	monocyte	enriched	7.54825e-06
hsa-miR-548ag	phagocyte	enriched	0.000236356
hsa-miR-548ag	leukocyte	depleted	5.54673e-05
hsa-miR-548ag	hematopoietic cell	depleted	9.00436e-05
hsa-miR-548ag-2-3p	leukocyte	enriched	9.202e-19
hsa-miR-548ag-2-3p	hematopoietic cell	enriched	5.20186e-18
hsa-miR-548ag-2-3p	myeloid leukocyte	enriched	7.78266e-11
hsa-miR-548ah-3p	neurectodermal cell	enriched	1.17667e-26
hsa-miR-548ah-3p	astrocyte	enriched	3.72177e-26
hsa-miR-548ah-3p	neural cell	enriched	5.82584e-25
hsa-miR-548ah-3p	mesodermal cell	depleted	3.16628e-26
hsa-miR-548ah-3p	muscle cell	depleted	3.69121e-08
hsa-miR-548ah-3p	hematopoietic cell	depleted	2.82466e-07
hsa-miR-548ai	monocyte	enriched	2.49284e-05
hsa-miR-548ai	myeloid leukocyte	enriched	0.000164175
hsa-miR-548ai	hematopoietic cell	depleted	2.18552e-05
hsa-miR-548ai	leukocyte	depleted	3.6546e-05
hsa-miR-548ak	lymphocyte	enriched	1.68736e-19
hsa-miR-548ak	alpha-beta T cell	enriched	8.87173e-07
hsa-miR-548ak	T cell	enriched	1.78183e-05
hsa-miR-548ak	leukocyte	depleted	4.25582e-17
hsa-miR-548ak	hematopoietic cell	depleted	8.42735e-17
hsa-miR-548ak	mesodermal cell	depleted	4.44746e-09
hsa-miR-548al	mast cell	enriched	6.22623e-06
hsa-miR-548am-5p	myotube	enriched	8.98472e-07
hsa-miR-548am-5p	skeletal muscle myoblast	enriched	9.04678e-06
hsa-miR-548am-5p	cell of skeletal muscle	enriched	2.32711e-05
hsa-miR-548ao-3p	Fibroblast - Lung	enriched	1.32417e-06
hsa-miR-548ao-3p	ciliated epithelial cell	enriched	1.0436e-05
hsa-miR-548at-5p	myeloid leukocyte	enriched	0.000111688
hsa-miR-548au-5p	leukocyte	enriched	6.75074e-23
hsa-miR-548au-5p	hematopoietic cell	enriched	5.77738e-22
hsa-miR-548au-5p	myeloid leukocyte	enriched	4.86977e-10
hsa-miR-548au-5p	epithelial cell	depleted	1.51124e-05
hsa-miR-548az-5p	epithelial cell	enriched	3.27279e-05
hsa-miR-548ba	astrocyte	enriched	3.19673e-08
hsa-miR-548ba	neural cell	enriched	4.91632e-07
hsa-miR-548ba	neurectodermal cell	enriched	1.07182e-05
hsa-miR-548d-3p	neutrophil	enriched	3.40894e-06
hsa-miR-548e-3p	leukocyte	enriched	2.47278e-34
hsa-miR-548e-3p	hematopoietic cell	enriched	1.5834e-33
hsa-miR-548e-3p	myeloid leukocyte	enriched	7.82255e-30
hsa-miR-548e-3p	epithelial cell	depleted	3.69408e-07
hsa-miR-548e-3p	muscle cell	depleted	4.50829e-07
hsa-miR-548e-3p	smooth muscle cell	depleted	5.39405e-06
hsa-miR-548f-3p	pluripotent stem cell	enriched	6.36502e-50
hsa-miR-548f-3p	embryonic stem cell	enriched	3.27571e-19
hsa-miR-548f-3p	stem cell	enriched	5.34809e-16
hsa-miR-548f-3p	mesodermal cell	depleted	2.757e-22
hsa-miR-548f-3p	epithelial cell	depleted	8.61847e-19
hsa-miR-548f-3p	meso-epithelial cell	depleted	6.14351e-15
hsa-miR-548h-5p	fibroblast	enriched	6.67815e-06
hsa-miR-548h-5p	hematopoietic cell	depleted	6.79893e-18
hsa-miR-548h-5p	leukocyte	depleted	1.91967e-17
hsa-miR-548h-5p	lymphocyte	depleted	2.73746e-08
hsa-miR-548j-5p	leukocyte	enriched	7.02162e-15
