name	sample	description
13658	FF:13658-147C4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep1
13659	FF:13659-147C5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep2
13660	FF:13660-147C6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep3
13661	FF:13661-147C7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep1
13662	FF:13662-147C8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep2
13663	FF:13663-147C9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep3
13664	FF:13664-147D1	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep1
13665	FF:13665-147D2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep2
13666	FF:13666-147D3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep3
13667	FF:13667-147D4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep1
13668	FF:13668-147D5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep2
13669	FF:13669-147D6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep3
13670	FF:13670-147D7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep1
13671	FF:13671-147D8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep2
13672	FF:13672-147D9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep3
13674	FF:13674-147E2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 12hr00min, biol_rep2
13675	FF:13675-147E3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 12hr00min, biol_rep3
13676	FF:13676-147E4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep1
13677	FF:13677-147E5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep2
13678	FF:13678-147E6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep3
13679	FF:13679-147E7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep1
13680	FF:13680-147E8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep2
13681	FF:13681-147E9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep3
13682	FF:13682-147F1	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep1
13683	FF:13683-147F2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep2
13684	FF:13684-147F3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep3
13685	FF:13685-147F4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep1
13686	FF:13686-147F5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep2
13687	FF:13687-147F6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep3
14298	FF:14298-155B5	acute myeloid leukemia (FAB M5) cell line:THP-1 (cytoplasmic fraction)
14301	FF:14301-155B8	Fibroblast - skin normal, donor2 (cytoplasmic fraction)
14302	FF:14302-155B9	Fibroblast - skin normal, donor2 (nuclear fraction)
14305	FF:14305-155C3	Fibroblast - skin spinal muscular atrophy, donor3 (nuclear fraction)
14308	FF:14308-155C6	Fibroblast - skin dystrophia myotonica, donor3 (nuclear fraction)
14310	FF:14310-155C8	Fibroblast - Aortic Adventitial, donor3 (cytoplasmic fraction)
14311	FF:14311-155C9	Fibroblast - Aortic Adventitial, donor3 (nuclear fraction)
14313	FF:14313-155D2	Smooth Muscle Cells - Aortic, donor0 (cytoplasmic fraction)
14314	FF:14314-155D3	Smooth Muscle Cells - Aortic, donor0 (nuclear fraction)
14316	FF:14316-155D5	Small Airway Epithelial Cells, donor3 (cytoplasmic fraction)
14317	FF:14317-155D6	Small Airway Epithelial Cells, donor3 (nuclear fraction)
14319	FF:14319-155D8	Preadipocyte - breast, donor2 (cytoplasmic fraction)
14320	FF:14320-155D9	Preadipocyte - breast, donor2 (nuclear fraction)
14322	FF:14322-155E2	Fibroblast - skin normal, donor1 (cytoplasmic fraction)
14323	FF:14323-155E3	Fibroblast - skin normal, donor1 (nuclear fraction)
14326	FF:14326-155E6	Fibroblast - skin spinal muscular atrophy, donor1 (nuclear fraction)
14329	FF:14329-155E9	Fibroblast - skin dystrophia myotonica, donor1 (nuclear fraction)
14331	FF:14331-155F2	Fibroblast - Aortic Adventitial, donor2 (cytoplasmic fraction)
14332	FF:14332-155F3	Fibroblast - Aortic Adventitial, donor2 (nuclear fraction)
14334	FF:14334-155F5	Small Airway Epithelial Cells, donor2 (cytoplasmic fraction)
14335	FF:14335-155F6	Small Airway Epithelial Cells, donor2 (nuclear fraction)
14380	FF:14380-156B6	hIPS, biol_rep1
14381	FF:14381-156B7	hIPS, biol_rep2
14382	FF:14382-156B8	hIPS, biol_rep3
14383	FF:14383-156B9	hIPS +CCl2, biol_rep1
14384	FF:14384-156C1	hIPS +CCl2, biol_rep2
14385	FF:14385-156C2	hIPS +CCl2, biol_rep3
3902	3902-67D7	Embryonic Stem cell (cytosolic)
3903	3903-67F7	Embryonic Stem cell (cytosolic)
3904	3904-67H7	Embryonic Stem cell (cytosolic)
3952+3953	3952-67E2+3953-67G2	Fibroblast - Dermal (cytosolic)
3997	3997-67C9	CD3+ T Lymphocytes (cytosolic)
4080+4081	4080-67H7+4081-67A8	iPS derived from CD19+ B Lymphocytes (cytosolic)
4084	4084-67G8	iPS derived from Dermal Fibroblast (cytosolic)
4474+4483	4474-67D2+4483-67F2	Fibroblast - Dermal (nuclear)
4475	4475-67B9	CD3+ T Lymphocytes (nuclear)
4533	4533-67H8	CD19+ B Lymphocytes (nuclear)
4534	4534-67I8	CD19+ B Lymphocytes (cytosolic)
4535	4535-67C7	Embryonic Stem cell (nuclear)
4536	4536-67E7	Embryonic Stem cell (nuclear)
4537	4537-67G7	Embryonic Stem cell (nuclear)
4538+4539	4538-67G7+4539-67I7	iPS derived from CD19+ B Lymphocytes (nuclear)
4542	4542-67F8	iPS derived from Dermal Fibroblast (nuclear)
